name,genre,summary,director,release_year,image_url
Love is Enough,Drama,Impatience and favouritism leads to two sisters ending up with the same man. But time will unveil everyone's motive.,Akin-Tijani Balogun,2022,"https://m.media-amazon.com/images/M/MV5BOGU4MzUzOGMtYzI1MC00MzA3LTliNTctMDdlMTM4OWM4YjhlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR17,0,67,98_AL_.jpg"
The Femi-nist,"Comedy, Romance","Femi is a renowned Casanova with a hundred percent record with the ladies, but his latest target proves to be a significant challenge.",Daniel Oriahi,2022,"https://m.media-amazon.com/images/M/MV5BZjY0Y2Y0NmUtMDZjZS00NGM3LThiNDktMjRkOTUwMGUzM2IyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
To All the Broken Hearted,"Drama, Romance",A young woman suffers the trauma of losing her twin sister.,Desmond Elliot,2020,"https://m.media-amazon.com/images/M/MV5BMzc3NDg5YmYtNjY5ZS00ZjQ5LWJhMWMtMzFkYjA1ZmEyMGM1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
A Tiny Line,Drama,"A happily married couple welcome a single lady neighbour into their home, leading to jealousy and temptation.",Pascal Amanfo,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Small Thing,Drama,"Hillary and Derbie are in a seemingly perfect relationship, but they soon find out that small things can be a source of conflict.",Charles Uwagbai,2021,"https://m.media-amazon.com/images/M/MV5BNTA0MDU4OGMtMjQyZC00ZTRkLTg3ZTQtOTM4Y2RmZGFmMTEwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
The People's Power,Comedy,Angela is on the run from Chief Benson's henchmen. She enlists the help of Timothy and Marcus who lead the assailants on a wild trip.,Alex Ausman,2020,"https://m.media-amazon.com/images/M/MV5BNGQxOTEwZGMtZjRlYi00OGY3LTg0MTQtMGUzNDRjNjI3ZGQxXkEyXkFqcGdeQXVyMTE4OTI3NTIy._V1_UY98_CR54,0,67,98_AL_.jpg"
Bloody Weekend,Drama,"Out of desperation, an abused wife puts her son in danger in a bid to regain her husband's love and attention.",Tope Alake,2020,"https://m.media-amazon.com/images/M/MV5BNGE4YjMzYmYtN2U1Yi00YTM2LWI3ODMtNWQ4N2VmMTA2M2Q3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Till There Was You,Romance,"Moments after meeting Daniel, Kiki suffers an accident which leads to memory loss. Maybe it's a match made in heaven, maybe not.",Uyoyou Adia,2021,"https://m.media-amazon.com/images/M/MV5BYmNlZjEyNzYtMzAyYS00YzJiLTllOWMtMjNhZjA0ZWIxOWQzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Descendants of the Earth,Drama,A maiden discovers she is descended from a goddess and sets out to rid the earth of injustice and wickedness.,Osita Okoli,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Grey Area,Mystery,A renowned detective and his protegee stumble upon a murder case involving his ex who is either a victim or the prime suspect.,Uche Alexmoore,2020,"https://m.media-amazon.com/images/M/MV5BNmY5Y2ZiZTMtZTJkNy00MTg5LWI2MGItMDYyNDgwNDczNjk3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Kaima,Drama,Kaima begins an unusual relationship with an elderly man with no romantic or amorous intentions.,Okey Ifeanyi,2019,"https://m.media-amazon.com/images/M/MV5BMWFjZjYzOWEtNTBjNi00ZjE4LWJmZmEtNDlmZWI5MDBiODYwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Our Date for Christmas,"Comedy, Drama",,Chinneylove Eze,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Two Idiots,Comedy,"After rescuing a wealthy man's daughter, two friends are saddled with the responsibility of finding her kidnappers.",Patience Oghre,2021,"https://m.media-amazon.com/images/M/MV5BYjgyNTlmYzYtNWNkOS00Zjk3LWExMDgtN2NjOWY2Mjc0YTExXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Lies in Between,"Comedy, Drama","Steve falls victim to an attractive woman who resorts to lying, cheating, blackmail, and manipulation to get what she wants.",Emeka Madu,2021,"https://m.media-amazon.com/images/M/MV5BY2MxZGVlZDAtY2ZhZS00NjMxLWFhZGItNDM4ZDAwOWE4ZDNkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Ozioma,Drama,"Ozioma's greed deprives her of the chance of love, so she decides to pretend to be someone else.",Chidi Chijioke,2022,"https://m.media-amazon.com/images/M/MV5BMGEwN2UxNTktOWNjMy00OGZlLWE3YTEtNWQ2Yzc1MTU3MThlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Mimi's Voice,Drama,,Allwell Ademola,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Mothers & Daughters-in-Law,"Comedy, Drama",Three mothers go to visit their married sons and get into a mess of drama with their daughters-in-law.,Kehinde Olorunyomi,2019,"https://m.media-amazon.com/images/M/MV5BN2NiMTk5YmYtY2I5My00MDdhLWIzNmYtYzMxNTYwYTJhYjRkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
Ifeoma the Dirty Girl,Comedy,,Armani J. Armani,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Onye Ndu,Family,,Muoma Obinna,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Devil's Orchard,Drama,A man involved in illicit businesses doesn't trust his wife-to-be and humiliates her at any opportunity. Will the tables turn?,Saheed Apanpa,2021,"https://m.media-amazon.com/images/M/MV5BMjJhNWFiOGMtOWM3My00NTlmLWFiN2YtZDAyMmI3M2Y5OTBjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Sharon's Call,Drama,A city lawyer goes in search of a man to father her child with no strings attached.,Okey Ifeanyi,2020,"https://m.media-amazon.com/images/M/MV5BNTgyNmQ5OTMtZWUzMi00ODhiLTljNGUtZjNhZTkzNmZlNzQ5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Love in a Bit,Romance,,Omoruyi Wallz Efosa,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
True Vision,Drama,A wayward single lady loathes her married twin sister so much that she attempts to seduce her husband.,Charles Uwagbai, 2020,"https://m.media-amazon.com/images/M/MV5BMjlhMTY4MDAtMGVmYy00NTNiLWI0YjMtYjgxYmUxZjgyODRhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
More Than a Moment,Drama,,Kenneth Nwache,2020,"https://m.media-amazon.com/images/M/MV5BOTk0MTBkZDItZmJmYS00OWE3LWFhMTUtYzg2MjczZDI3NjkyXkEyXkFqcGdeQXVyODc0MjA5NzI@._V1_UY98_CR3,0,67,98_AL_.jpg"
Complicated,Drama,,Emmanuel Anyaka, 2022,"https://m.media-amazon.com/images/M/MV5BMzZhNmVlYTYtYmEwMy00NzFkLThhMGMtZDk2ZWFjYmNiMGEyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR4,0,67,98_AL_.jpg"
iSynthPurple,Adventure,Celebration. A journey through the Lifestyle and Musical Career of (Artist and Composer) Synth Purple. @isynthpurple,Purple Synth,2020,"https://m.media-amazon.com/images/M/MV5BNGY1OTY1MjMtMDExYS00Zjc1LWI4ZWMtYzA2MmQxMDU5NzBmXkEyXkFqcGdeQXVyMTQzODU4MTQz._V1_UY98_CR15,0,67,98_AL_.jpg"
Half Shot of Sunrise,Drama,A fiercely ambitious makeup artist seeks to live the celebrity lifestyle even if that means risking her lover's life.,Tissy Nnachi,2020,"https://m.media-amazon.com/images/M/MV5BZTE0MTEyY2ItZDhkZi00Yjg0LWJkZTMtOTAyMGY3NjA4MTdjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
In the End,Drama,Divorce seems inevitable as life throws Jerry and Anne a curveball.,Okey Ifeanyi, 2021,"https://m.media-amazon.com/images/M/MV5BOGVlMGM2OWUtZmNhNy00NzNmLTg2ZWQtZjNhOTI5OWFiYmJhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Oosha Aje,Drama,,Saheed Bolaji,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Other Than Him,Drama,Two opposing siblings fall in love with the same girl.,Chidi Anyanwu Chidox,2020,"https://m.media-amazon.com/images/M/MV5BOGI4MTkwMGQtOWUxYi00OGFhLWExYWQtMWFhYzMxNDYwNzQ4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Love in a Puff,Drama,An author and public figure whose best-selling book is inspired by his daughter's demise is caught in a marital squabble with his once-loving wife.,Okey Ifeanyi,2020,"https://m.media-amazon.com/images/M/MV5BOWJkOGIyNGItNTA1NC00YjY2LWI2MGUtY2JiNGZlMzdhM2I4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
A Place Called Regret,Drama,,Ben Cassie,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Jamal,Comedy,,Kola Ajeyemi, 2021,"https://m.media-amazon.com/images/M/MV5BZDY4OWJkODEtNGE0Ny00N2Q1LTg2NDktNmIzZjI0YWQ4YmVhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR7,0,67,98_AL_.jpg"
The Heart Wants What It Wants,Drama,"The disappearance of Kunle's fiancee sets him into depression. Pressured to marry his mother's choice of wife, he encounters the truth.",Tissy Nnachi,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Blind Surge,Drama,,Okey Ifeanyi,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
That Other Good Turn,Comedy,"Edwin impregnates a village girl and marries her, but she turns out to be a thorn in his flesh.",Mike Ezuruonye,2021,"https://m.media-amazon.com/images/M/MV5BOTAyNzE5MTctYjJiZS00ZTA0LWI3ODUtZjBmZDhiOTg2ZTY2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Online,Drama,The hunt is on for a dangerous internet predator.,Saidi Balogun, 2021,"https://m.media-amazon.com/images/M/MV5BZTRjY2FhMmUtNTI0NS00YWYzLWEyODAtYjIwOTllZGY1YTdiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Man Up,Drama,Musa is a dysfunctional man who's unable to establish a healthy connection with women because of a childhood incident. He meets a therapist willing to help.,Remi Ibinola,2020,"https://m.media-amazon.com/images/M/MV5BZGYxODQ4NjktODYxYi00MWMyLThhZjYtMzcxY2U1YjJiNjMxXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Queen Lateefat,Comedy,,Okiki Afolayan,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Olukoti,Drama,,Wasiu Owoiya,2022,"https://m.media-amazon.com/images/M/MV5BMjdkOWYwNTctZjEzYS00YmE3LTgxOGItNDAyYzMwM2Q0ZDczXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR6,0,67,98_AL_.jpg"
Her Son,Drama,The longstanding hatred between two sisters years drives one of them to disclose a secret about the other's son.,Okey Ifeanyi,2021,"https://m.media-amazon.com/images/M/MV5BY2MxNjk4Y2ItNGRiNS00MGNlLWJlMTMtZTFlMzZmMDIxMTQ5XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
"My Wife, My Life",Drama,Jealousy and poor judgment push a married drunk into taking impulsive decisions that could ruin his life.,Kensteve Anuka,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Bakon Yanayi,,,Kensteve Anuka,2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Masked,Drama,"The deepest secrets of a top celebrity are threatened by the people she called friends, leaving her family at risk of being blackmailed.",Emmanuel Anyaka,2020,"https://m.media-amazon.com/images/M/MV5BOWZjODU1MGYtZTY2Ni00ZjkyLTkwZWEtMDU5MjMzZDIyNTE3XkEyXkFqcGdeQXVyMTAyMDcwOTkz._V1_UY98_CR4,0,67,98_AL_.jpg"
Flipped,Drama,"Unlucky with love and women, a man falls into the hands of an abusive wife, and out of fear of how society might react, he remains in the marriage.",Judith Audu, 2019,"https://m.media-amazon.com/images/M/MV5BYTFjNzU4OTEtNjViYS00OGM3LWFiNjYtY2VkZjNmMTI0MDljXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Royal Bridesmaids,Comedy,,Nellyann Chisom,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Wedding Saga,"Comedy, Romance",Wedding preparations cause drama when the two families involved have very different ideas about money and style.,Amara Angel Amuzuo,2019,"https://m.media-amazon.com/images/M/MV5BZjhlZTc5NjEtYjgyZC00M2NjLWEwNTktN2Q2OGY2NThjNzhmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Ìjé Love,Romance,"Enchanted at first glance, a sojourner will stop at nothing to woo a beautiful maiden away from a prince.",Emeka Madu,2022,"https://m.media-amazon.com/images/M/MV5BN2E3MWVlN2QtYTI0NS00ZjYwLTg5NjYtMDQ0OGYzNjM3ZTJjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR11,0,67,98_AL_.jpg"
Obey,Thriller,"Vera, a young girl in late 20s is in love with Larry, a captain in Nigeria Army. Her hope of a beautiful life with her Fiancee Larry Usman becomes uncertain and eventually start to fade ...                See full summary »",Martinz Nnaji Jr.,2019,"https://m.media-amazon.com/images/M/MV5BNDJkNGVmOTMtMmNhOC00NGQwLWI4YjctZDY2NGJmMzk4NGY5XkEyXkFqcGdeQXVyNzYyNTQ0OTg@._V1_UY98_CR3,0,67,98_AL_.jpg"
Forever Mine,"Drama, Thriller",Newly wed couple Oladele and Funmilayo embark on their honeymoon in a country side where tragedy struck!!!!,Doyin Amodu,2021,"https://m.media-amazon.com/images/M/MV5BZjU2NDRiODgtOGU1Yi00ZmQxLWI0ZDAtZmVjNDU0YWJiNzdjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR9,0,67,98_AL_.jpg"
Tongue Lash,Drama,"bode is a simple kind of guy that doesn't raise his hands on his wife precious but nags, disregard and exposes the ills of her to his friends, while Henry always hits his wife Sandra but ...                See full summary »",Seyi Ayodele,2020,"https://m.media-amazon.com/images/M/MV5BY2EyZWE0MTgtZjIxMS00YmE4LWI1ZGQtZDRhOTg4YWFhYmU3XkEyXkFqcGdeQXVyODA0MTQxMTI@._V1_UX67_CR0,0,67,98_AL_.jpg"
A Call from the Past,"Drama, Romance",,Austin Nwaolie,2019,"https://m.media-amazon.com/images/M/MV5BNmZlYzI2ZjctZWI4YS00ODUzLThmMTMtZDVlZjI0OTAyNTgzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR3,0,67,98_AL_.jpg"
The Tea Room,Drama,A resourceful waitress falls into an unlikely relationship with her self-centred and controlling boss.,Okey Ifeanyi,2019,"https://m.media-amazon.com/images/M/MV5BNGM3YzE0ZmYtMDNhZC00NGYwLTgyMzMtZjhkYjAxZjI2YWNmXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Dera,Drama,,Akinlosotu Femi Depsy,2020,"https://m.media-amazon.com/images/M/MV5BZmRlZjA4MjYtNjcxMi00YTMwLTk2NTAtZjllYjVkYTg4NWU0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Silent Murder,Drama,,Sandra Osawaru,2021,"https://m.media-amazon.com/images/M/MV5BMGEwY2E2NTUtZWNjMC00YmYwLWE1ZjktMzY0NDY4M2Y5MGE0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Club,Drama,A Mafia club owner doesn't care about the welfare of his workers. His female manager plans a way out.,Imoh Umoren,2020,"https://m.media-amazon.com/images/M/MV5BODM1ZTU5MjctZTJiZC00ZWRmLWJjNzctYjMwYThlZDdlYjBlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Deeply in Love,Romance,,Aniedi Awah Noba,2020,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Kendra,Drama,A young woman is betrayed by her best friend whom she trusted.,Chima Igbokwe,2021,"https://m.media-amazon.com/images/M/MV5BNjJjNGM1MjctYWNhMS00ZmZlLTg5YzItMjI5MGE2YWNkOGQwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR4,0,67,98_AL_.jpg"
Fulfilled,Drama,"Mocked and ridiculed for her childlessness, Ugodiya basks in sorrow until she finds joy.",Tissy Nnachi,2021,"https://m.media-amazon.com/images/M/MV5BODc0ZjVkYTAtYjY1YS00MjA5LWE3ZDUtYTcwYjllMGVjNTAyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Ill Fated,Drama,,Samuel Rowland,2021,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
The Fracture,Drama,,Funmi Odufuye,2020,"https://m.media-amazon.com/images/M/MV5BOTdlMWE5YTItODQ3Ny00ZjkxLTlkMjAtYzAwYzkyYjNiMzBiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Hustle City,Drama,Two young women journey to the city of Lagos in search of greener pastures.,Daniel Oriahi,2021,"https://m.media-amazon.com/images/M/MV5BMzExNTVhMDAtOGE3Mi00MDY4LTk2ZTctNGRjMzA5Mzc5MGU3XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Ifeoma,Comedy,Ifeoma's introduction to her partner's mother is thwarted by the potential wife she has already chosen for her son.,Nonso Emekaekwue,2021,"https://m.media-amazon.com/images/M/MV5BMDA2NzI2NjMtMDkxZS00NzNiLWE0ZTctNmI3MmQ0NThmZjg4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Death Bed,Drama,"To prevent a foretold bloodshed, two seers embark on a dangerous mission to heal a dying king.",Muyiwa Aluko,2019,"https://m.media-amazon.com/images/M/MV5BM2NmNTNlMTYtNDIwOC00MWM4LWIyZDItMjg1ZTQ4MjgyM2ZlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
The Ghost Pot,Fantasy,"Two friends collude to prank their mutual friend, but their trick has repercussions they never envisaged.",Akama Misodi,2021,"https://m.media-amazon.com/images/M/MV5BZmU3YmQxOTUtZDc1OS00YjYxLWJlODgtNTJkOGNkNmRhMDFhXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Babies & Friends,Drama,"A group of friends get together for a reunion, but things soon escalate into a night of exposed secrets, rekindled emotions, infidelity and betrayal.",Austin Nwaolie,2020,"https://m.media-amazon.com/images/M/MV5BN2FjODI3Y2UtNzYwZC00YThkLWFjOWMtYWRiNjU5NzE0ZGVjXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Deathly Obsession,Drama,"Charity falls in love with Joe, but soon realises there's more to him than meets the eye.",Awal Abdulfatai Rahmat,2021,"https://m.media-amazon.com/images/M/MV5BZDJlNmVmMTQtNDFiNi00YmUwLWEwMjEtYzVkNWM0YWE5OTBkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Plague of Tears,Drama,A mother's continual pressure on her daughters to marry wealthy men ends tragically.,Chidi Chijioke,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Living Positive,Drama,A young lady searches for answers to her frequent nightmares,Patrick Nnamani,2019,"https://m.media-amazon.com/images/M/MV5BZmYxYWI0ZWItYmUyMS00MWU3LTgyN2MtZGFiZDg3NjE3OTg0XkEyXkFqcGdeQXVyNjg2MDMyNjI@._V1_UY98_CR5,0,67,98_AL_.jpg"
Marry Me Again,Drama,,Patience Oghre,2019,"https://m.media-amazon.com/images/M/MV5BNjJlMTFiMDktNjhmMC00NmYwLWEyYjItYjZmMGFiOWU4NjU1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Heart at Random,Romance,"Bishop is suffering from a terminal illness, but before he departs, he plans to make his brother a responsible man.",Chibuike Ibe,2021,"https://m.media-amazon.com/images/M/MV5BZjU1ZDMyZTEtYmM2Ny00YWI3LWI4NmMtMjllZTQ4YTVlYjNiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Shekesheke,Drama,,Afeez Abiodun,2022,"https://m.media-amazon.com/images/M/MV5BNmM3ZjllNDEtOTEyZC00YmMzLWE5M2QtMDJkMGVlZTU2ZmYzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR8,0,67,98_AL_.jpg"
Poor-ish,Drama,Tragedy brings the Adekunles to their knees; but with it will come valuable lessons they could not learn otherwise.,Biodun Stephen,2021,"https://m.media-amazon.com/images/M/MV5BOTVhNTNjMjEtODg3Mi00N2M0LWFmNWItNTk0NWVlMWNkMWUzXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
Alagogo Ide,"Drama, Fantasy",A woman tormented by witchcraft calls on God to save her.,Bogunmbe Abiola Paul,2021,"https://m.media-amazon.com/images/M/MV5BMzIzZjJiOGUtMDI2Ni00ZmJiLTk2OTAtZmMzMjliMDViYjljXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR11,0,67,98_AL_.jpg"
Life's Crossroad,Drama,"After running away fails, a terrified woman empowers herself in order to battle her abusive husband.",Collins Aharanwa,2021,"https://m.media-amazon.com/images/M/MV5BMmIzMTIxMTYtMWU5ZS00ZWUyLWFjZmMtOWU2YTc1OTE2ZmI1XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Homecoming,Drama,Mr Kennedy plans to relocate to Nigeria with his family only to find out that his entire investment back home has been mismanaged.,Ubong Bassey Nya, 2019,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Beyond Repair,Drama,,Pascal Amanfo,2020,"https://m.media-amazon.com/images/M/MV5BYmZiNDZkZDktM2RmOC00ZjZhLTljZGQtMGUyYTgyZjFmZGEwXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR5,0,67,98_AL_.jpg"
Memory Lane,Drama,"In spite of her accomplishments, Jemima feels empty and unfulfilled. Her past holds the answer.",Desmond Elliot,2020,"https://m.media-amazon.com/images/M/MV5BOWE2Zjk3M2YtYzk0Zi00OTIyLWJjOGMtMWNkNzg3MzBiNzhkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Warriors in Heels,Drama,"Sochi comes face to face with a demon from her childhood, unearthing painful memories she buried long ago.",David Gee Ahanmisi,2021,"https://m.media-amazon.com/images/M/MV5BZDRiMDA3ZjMtMjk2MS00ZWZmLThjOTktNmM1NTZjZmI0NjBiXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Loud Silence,Drama,A man's worst fears are realized when he discovers that his lovely wife isn't such a saint after all.,Sadiq Sule,2020,"https://m.media-amazon.com/images/M/MV5BNmUwOGIwNmMtMmY2Yy00Nzc4LTkxODItMzQxZTg4Yjc3NzA4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR1,0,67,98_AL_.jpg"
Trapped in Between,Drama,"Deyemi's relationship with his girlfriend is going great until she gets pregnant, and so does one of his side chicks.",Victor Okpala,2019,"https://m.media-amazon.com/images/M/MV5BZTA4Mzg3OTktOTAyZC00OTY1LWEyZjUtMjVhZWU3MTI3MzBkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
A Perfect Girlfriend,Drama,A woman falls in love with her best male friend but has to watch him dating other women.,Ozioma B. Nwughala,2020,"https://m.media-amazon.com/images/M/MV5BM2RhY2ZkYjctMTkzNy00MDhkLTgzOGEtYTI4Y2JhMDkzZDI2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Untouched,Drama,One final night of pleasure becomes the loose end that could expose a long-running case of infidelity.,Tagbo Ifechukwu Ability, 2021,"https://m.media-amazon.com/images/M/MV5BYTAwNjJiOGItNzBlNC00YzQ5LWI2MjQtZDZlMzM1NmZiOGU2XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Rising Sun,Drama,,Sesan Alabi,2022,"https://m.media-amazon.com/images/M/MV5BZDE2MmE2NmUtMDBmZi00NDdhLThjNDUtNjdhNDJiM2M1OTk4XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR9,0,67,98_AL_.jpg"
Jaded Options,Drama,"Lured away by a much older admirer, a brilliant girl blindly falls into a rut.",Solomon Mac-Auley,2020,"https://m.media-amazon.com/images/M/MV5BZWM3MDM5NzYtMWY0ZC00NTYyLWI3NzctNDJlODNjZmQyZTY0XkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Fragile,Drama,,Chidi Chijioke,2022,https://m.media-amazon.com/images/S/sash/NapCxx-VwSOJtCZ.png
Circle of Sinners,Drama,An unfaithful married man finds himself caught between his wife and his blackmailing mistress.,Ilochi Olisaemeka,2020,"https://m.media-amazon.com/images/M/MV5BNTZiOGE2NzUtY2JkOC00MjRmLWI4NTItM2E4M2U0NTc3NGRlXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Payback,Drama,Twin sisters are separated when their parents are murdered but twenty years later they reunite to collect a debt.,Simon Peacemaker, 2020,"https://m.media-amazon.com/images/M/MV5BOGQwYWQ0MDYtMzFkOS00ZWFmLTlhZjMtOGE2MzQyYzUyZGQyXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UY98_CR15,0,67,98_AL_.jpg"
Golo,"Drama, Fantasy",,Segun Ogungbe,2021,"https://m.media-amazon.com/images/M/MV5BNmRhZGNjODQtMjRiZi00Y2FkLTgyNGUtYjBkZWY3YjY1NzNkXkEyXkFqcGdeQXVyNzc5NDg5Mjc@._V1_UX67_CR0,0,67,98_AL_.jpg"
